"aquaticSiteType","siteID.x","namedLocation.x","collectDate.x","eventID","parentSampleID","sampleID","habitatType","algalSampleType","samplerType","benthicArea","substratumSizeClass","plantSurfaceArea","fieldSampleVolume","labSampleVolume","preservativeVolume","domainFilterVolume","ashMassDataQF","adjAshFreeDryMass"
"stream","HOPB","HOPB.AOS.reach",2020-10-12 14:58:00,"HOPB.20201012","HOPB.20201012.EPILITHON.2","HOPB.20201012.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,1e-04
"stream","HOPB","HOPB.AOS.reach",2021-05-26 14:04:00,"HOPB.20210526","HOPB.20210526.EPIPSAMMON.3","HOPB.20210526.EPIPSAMMON.3.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,2,NA,0.0129
"stream","HOPB","HOPB.AOS.reach",2021-05-26 14:04:00,"HOPB.20210526","HOPB.20210526.EPILITHON.4","HOPB.20210526.EPILITHON.4.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,150,NA,NA,2,NA,4e-04
"stream","HOPB","HOPB.AOS.reach",2021-05-26 14:04:00,"HOPB.20210526","HOPB.20210526.EPIPSAMMON.2","HOPB.20210526.EPIPSAMMON.2.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,164,NA,NA,2,NA,0.0023
"stream","HOPB","HOPB.AOS.reach",2021-05-26 14:04:00,"HOPB.20210526","HOPB.20210526.EPILITHON.3","HOPB.20210526.EPILITHON.3.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,6e-04
"stream","HOPB","HOPB.AOS.reach",2021-05-26 14:04:00,"HOPB.20210526","HOPB.20210526.EPIPSAMMON.1","HOPB.20210526.EPIPSAMMON.1.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,150,NA,NA,2,NA,0.0043
"stream","HOPB","HOPB.AOS.S2",2021-05-26 14:04:00,"HOPB.20210526","HOPB.20210526.SESTON.1","HOPB.20210526.SESTON.1.AFDM.1","pool","seston","grab",NA,"sand",NA,1000,NA,NA,250,NA,2e-04
"stream","HOPB","HOPB.AOS.reach",2021-05-26 14:04:00,"HOPB.20210526","HOPB.20210526.EPILITHON.2","HOPB.20210526.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,"belowDetection",0
"stream","HOPB","HOPB.AOS.reach",2021-05-26 14:04:00,"HOPB.20210526","HOPB.20210526.EPILITHON.1","HOPB.20210526.EPILITHON.1.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,6e-04
"stream","HOPB","HOPB.AOS.reach",2021-05-26 14:04:00,"HOPB.20210526","HOPB.20210526.EPILITHON.5","HOPB.20210526.EPILITHON.5.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,150,NA,NA,2,NA,9e-04
"stream","HOPB","HOPB.AOS.reach",2021-08-03 13:55:00,"HOPB.20210803","HOPB.20210803.EPILITHON.1","HOPB.20210803.EPILITHON.1.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,5e-04
"stream","HOPB","HOPB.AOS.reach",2021-08-03 13:55:00,"HOPB.20210803","HOPB.20210803.EPILITHON.5","HOPB.20210803.EPILITHON.5.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,1e-04
"stream","HOPB","HOPB.AOS.reach",2021-08-03 13:55:00,"HOPB.20210803","HOPB.20210803.EPILITHON.3","HOPB.20210803.EPILITHON.3.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,1e-04
"stream","HOPB","HOPB.AOS.reach",2021-08-03 13:55:00,"HOPB.20210803","HOPB.20210803.EPIPSAMMON.2","HOPB.20210803.EPIPSAMMON.2.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,135,NA,NA,2,NA,0.0019
"stream","HOPB","HOPB.AOS.reach",2021-08-03 13:55:00,"HOPB.20210803","HOPB.20210803.EPIPSAMMON.1","HOPB.20210803.EPIPSAMMON.1.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,130,NA,NA,2,NA,0.0013
"stream","HOPB","HOPB.AOS.reach",2021-08-03 13:55:00,"HOPB.20210803","HOPB.20210803.EPIPSAMMON.3","HOPB.20210803.EPIPSAMMON.3.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,138,NA,NA,2,NA,0.0016
"stream","HOPB","HOPB.AOS.S2",2021-08-03 13:55:00,"HOPB.20210803","HOPB.20210803.SESTON.1","HOPB.20210803.SESTON.1.AFDM.1","pool","seston","grab",NA,"cobble",NA,1000,NA,NA,250,NA,1e-04
"stream","HOPB","HOPB.AOS.reach",2021-08-03 13:55:00,"HOPB.20210803","HOPB.20210803.EPILITHON.4","HOPB.20210803.EPILITHON.4.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,2e-04
"stream","HOPB","HOPB.AOS.reach",2021-08-03 13:55:00,"HOPB.20210803","HOPB.20210803.EPILITHON.2","HOPB.20210803.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,0
"stream","HOPB","HOPB.AOS.reach",2021-10-20 14:10:00,"HOPB.20211020","HOPB.20211020.EPILITHON.5","HOPB.20211020.EPILITHON.5.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,200,NA,NA,2,NA,8e-04
"stream","HOPB","HOPB.AOS.reach",2021-10-20 14:10:00,"HOPB.20211020","HOPB.20211020.EPILITHON.2","HOPB.20211020.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,2e-04
"stream","HOPB","HOPB.AOS.reach",2021-10-20 14:10:00,"HOPB.20211020","HOPB.20211020.EPIPSAMMON.1","HOPB.20211020.EPIPSAMMON.1.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,154,NA,NA,2,NA,7e-04
"stream","HOPB","HOPB.AOS.reach",2021-10-20 14:10:00,"HOPB.20211020","HOPB.20211020.EPILITHON.1","HOPB.20211020.EPILITHON.1.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,2e-04
"stream","HOPB","HOPB.AOS.reach",2021-10-20 14:10:00,"HOPB.20211020","HOPB.20211020.EPIPSAMMON.3","HOPB.20211020.EPIPSAMMON.3.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,128,NA,NA,2,NA,0.0025
"stream","HOPB","HOPB.AOS.S2",2021-10-20 14:10:00,"HOPB.20211020","HOPB.20211020.SESTON.1","HOPB.20211020.SESTON.1.AFDM.1","pool","seston","grab",NA,"sand",NA,1000,NA,NA,250,NA,3e-04
"stream","HOPB","HOPB.AOS.reach",2021-10-20 14:10:00,"HOPB.20211020","HOPB.20211020.EPILITHON.4","HOPB.20211020.EPILITHON.4.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,5e-04
"stream","HOPB","HOPB.AOS.reach",2021-10-20 14:10:00,"HOPB.20211020","HOPB.20211020.EPIPSAMMON.2","HOPB.20211020.EPIPSAMMON.2.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,132,NA,NA,2,NA,0.001
"stream","HOPB","HOPB.AOS.reach",2021-10-20 14:10:00,"HOPB.20211020","HOPB.20211020.EPILITHON.3","HOPB.20211020.EPILITHON.3.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,4e-04
"stream","HOPB","HOPB.AOS.reach",2022-04-18 13:15:00,"HOPB.20220418","HOPB.20220418.EPILITHON.3","HOPB.20220418.EPILITHON.3.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,6e-04
"stream","HOPB","HOPB.AOS.reach",2022-04-18 13:15:00,"HOPB.20220418","HOPB.20220418.EPILITHON.5","HOPB.20220418.EPILITHON.5.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,4e-04
"stream","HOPB","HOPB.AOS.reach",2022-04-18 13:15:00,"HOPB.20220418","HOPB.20220418.EPIPSAMMON.1","HOPB.20220418.EPIPSAMMON.1.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,134,NA,NA,2,NA,0.0016
"stream","HOPB","HOPB.AOS.S2",2022-04-18 13:15:00,"HOPB.20220418","HOPB.20220418.SESTON.1","HOPB.20220418.SESTON.1.AFDM.1","pool","seston","grab",NA,"cobble",NA,1000,NA,NA,250,NA,1e-04
"stream","HOPB","HOPB.AOS.reach",2022-04-18 13:15:00,"HOPB.20220418","HOPB.20220418.EPILITHON.4","HOPB.20220418.EPILITHON.4.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,5e-04
"stream","HOPB","HOPB.AOS.reach",2022-04-18 13:15:00,"HOPB.20220418","HOPB.20220418.EPIPSAMMON.2","HOPB.20220418.EPIPSAMMON.2.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,140,NA,NA,2,NA,0.003
"stream","HOPB","HOPB.AOS.reach",2022-04-18 13:15:00,"HOPB.20220418","HOPB.20220418.EPILITHON.2","HOPB.20220418.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,7e-04
"stream","HOPB","HOPB.AOS.reach",2022-04-18 13:15:00,"HOPB.20220418","HOPB.20220418.EPIPSAMMON.3","HOPB.20220418.EPIPSAMMON.3.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,136,NA,NA,2,NA,0.0037
"stream","HOPB","HOPB.AOS.reach",2022-04-18 13:15:00,"HOPB.20220418","HOPB.20220418.EPILITHON.1","HOPB.20220418.EPILITHON.1.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,4e-04
"stream","HOPB","HOPB.AOS.reach",2022-07-18 14:11:00,"HOPB.20220718","HOPB.20220718.EPILITHON.4","HOPB.20220718.EPILITHON.4.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,0.0011
"stream","HOPB","HOPB.AOS.reach",2022-07-18 14:11:00,"HOPB.20220718","HOPB.20220718.EPILITHON.2","HOPB.20220718.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,4e-04
"stream","HOPB","HOPB.AOS.reach",2022-07-18 14:11:00,"HOPB.20220718","HOPB.20220718.EPILITHON.1","HOPB.20220718.EPILITHON.1.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,5e-04
"stream","HOPB","HOPB.AOS.S2",2022-07-18 14:11:00,"HOPB.20220718","HOPB.20220718.SESTON.1","HOPB.20220718.SESTON.1.AFDM.1","pool","seston","grab",NA,"sand",NA,1000,NA,NA,300,NA,0.001
"stream","HOPB","HOPB.AOS.reach",2022-07-18 14:11:00,"HOPB.20220718","HOPB.20220718.EPIPSAMMON.1","HOPB.20220718.EPIPSAMMON.1.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,139,NA,NA,2,NA,0.0076
"stream","HOPB","HOPB.AOS.reach",2022-07-18 14:11:00,"HOPB.20220718","HOPB.20220718.EPIPSAMMON.2","HOPB.20220718.EPIPSAMMON.2.AFDM.1","pool","epipsammon","grab",0.005938,"cobble",NA,142,NA,NA,2,NA,0.0133
"stream","HOPB","HOPB.AOS.reach",2022-07-18 14:11:00,"HOPB.20220718","HOPB.20220718.EPILITHON.5","HOPB.20220718.EPILITHON.5.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,0.0013
"stream","HOPB","HOPB.AOS.reach",2022-07-18 14:11:00,"HOPB.20220718","HOPB.20220718.EPILITHON.3","HOPB.20220718.EPILITHON.3.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,7e-04
"stream","HOPB","HOPB.AOS.reach",2022-07-18 14:11:00,"HOPB.20220718","HOPB.20220718.EPIPSAMMON.3","HOPB.20220718.EPIPSAMMON.3.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,140,NA,NA,2,NA,0.0087
"stream","HOPB","HOPB.AOS.reach",2022-10-10 13:44:00,"HOPB.20221010","HOPB.20221010.EPILITHON.1","HOPB.20221010.EPILITHON.1.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,5e-04
"stream","HOPB","HOPB.AOS.reach",2022-10-10 13:44:00,"HOPB.20221010","HOPB.20221010.EPILITHON.5","HOPB.20221010.EPILITHON.5.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,8e-04
"stream","HOPB","HOPB.AOS.reach",2022-10-10 13:44:00,"HOPB.20221010","HOPB.20221010.EPILITHON.2","HOPB.20221010.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,0.001
"stream","HOPB","HOPB.AOS.S2",2022-10-10 13:44:00,"HOPB.20221010","HOPB.20221010.SESTON.1","HOPB.20221010.SESTON.1.AFDM.1","pool","seston","grab",NA,"cobble",NA,1000,NA,NA,250,NA,6e-04
"stream","HOPB","HOPB.AOS.reach",2022-10-10 13:44:00,"HOPB.20221010","HOPB.20221010.EPILITHON.3","HOPB.20221010.EPILITHON.3.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,0.0011
"stream","HOPB","HOPB.AOS.reach",2022-10-10 13:44:00,"HOPB.20221010","HOPB.20221010.EPILITHON.4","HOPB.20221010.EPILITHON.4.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,8e-04
"stream","HOPB","HOPB.AOS.reach",2022-10-10 13:44:00,"HOPB.20221010","HOPB.20221010.EPIPSAMMON.2","HOPB.20221010.EPIPSAMMON.2.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,136,NA,NA,2,NA,0.0031
"stream","HOPB","HOPB.AOS.reach",2022-10-10 13:44:00,"HOPB.20221010","HOPB.20221010.EPIPSAMMON.1","HOPB.20221010.EPIPSAMMON.1.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,134,NA,NA,2,NA,0.0025
"stream","HOPB","HOPB.AOS.reach",2022-10-10 13:44:00,"HOPB.20221010","HOPB.20221010.EPIPSAMMON.3","HOPB.20221010.EPIPSAMMON.3.AFDM.1","pool","epipsammon","grab",0.005938,"cobble",NA,132,NA,NA,2,NA,0.0021
"stream","HOPB","HOPB.AOS.reach",2023-04-17 13:08:00,"HOPB.20230417","HOPB.20230417.EPIPSAMMON.3","HOPB.20230417.EPIPSAMMON.3.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,177,NA,NA,5,NA,0.006
"stream","HOPB","HOPB.AOS.reach",2023-04-17 13:08:00,"HOPB.20230417","HOPB.20230417.EPIPSAMMON.1","HOPB.20230417.EPIPSAMMON.1.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,193,NA,NA,5,NA,8e-04
"stream","HOPB","HOPB.AOS.reach",2023-04-17 13:08:00,"HOPB.20230417","HOPB.20230417.EPILITHON.1","HOPB.20230417.EPILITHON.1.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,0.001
"stream","HOPB","HOPB.AOS.reach",2023-04-17 13:08:00,"HOPB.20230417","HOPB.20230417.EPILITHON.4","HOPB.20230417.EPILITHON.4.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,8e-04
"stream","HOPB","HOPB.AOS.reach",2023-04-17 13:08:00,"HOPB.20230417","HOPB.20230417.EPILITHON.5","HOPB.20230417.EPILITHON.5.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,8e-04
"stream","HOPB","HOPB.AOS.reach",2023-04-17 13:08:00,"HOPB.20230417","HOPB.20230417.EPIPSAMMON.2","HOPB.20230417.EPIPSAMMON.2.AFDM.1","pool","epipsammon","grab",0.005938,"sand",NA,188,NA,NA,5,NA,0.0044
"stream","HOPB","HOPB.AOS.S2",2023-04-17 13:08:00,"HOPB.20230417","HOPB.20230417.SESTON.1","HOPB.20230417.SESTON.1.AFDM.1","pool","seston","grab",NA,"sand",NA,1000,NA,NA,250,NA,4e-04
"stream","HOPB","HOPB.AOS.reach",2023-04-17 13:08:00,"HOPB.20230417","HOPB.20230417.EPILITHON.3","HOPB.20230417.EPILITHON.3.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,0.0011
"stream","HOPB","HOPB.AOS.reach",2023-04-17 13:08:00,"HOPB.20230417","HOPB.20230417.EPILITHON.2","HOPB.20230417.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,4e-04
"stream","LEWI","LEWI.AOS.reach",2016-10-25 09:53:00,"LEWI.20161025","LEWI.20161025.EPILITHON.1","LEWI.20161025.EPILITHON.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,125,NA,0.0015
"stream","LEWI","LEWI.AOS.reach",2016-10-25 09:53:00,"LEWI.20161025","LEWI.20161025.EPIPELON.3","LEWI.20161025.EPIPELON.3","run","epipelon","grab",0.005938,"silt",NA,75,NA,NA,1,NA,0.0104
"stream","LEWI","LEWI.AOS.reach",2016-10-25 09:53:00,"LEWI.20161025","LEWI.20161025.EPIPELON.2","LEWI.20161025.EPIPELON.2","run","epipelon","grab",0.005938,"silt",NA,75,NA,NA,1,NA,0.0045
"stream","LEWI","LEWI.AOS.reach",2016-10-25 09:53:00,"LEWI.20161025","LEWI.20161025.EPIPELON.1","LEWI.20161025.EPIPELON.1","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,1,NA,0.0054
"stream","LEWI","LEWI.AOS.reach",2016-10-25 09:53:00,"LEWI.20161025","LEWI.20161025.EPIPELON.4","LEWI.20161025.EPIPELON.4","run","epipelon","grab",0.005938,"silt",NA,75,NA,NA,1,NA,0.008
"stream","LEWI","LEWI.AOS.reach",2016-10-25 09:53:00,"LEWI.20161025","LEWI.20161025.EPILITHON.2","LEWI.20161025.EPILITHON.2","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,0.0011
"stream","LEWI","LEWI.AOS.reach",2016-10-25 09:53:00,"LEWI.20161025","LEWI.20161025.EPIPELON.5","LEWI.20161025.EPIPELON.5","riffle","epipelon","grab",0.005938,"silt",NA,75,NA,NA,1,NA,0.0105
"stream","LEWI","LEWI.AOS.S2",2016-10-25 09:53:00,"LEWI.20161025","LEWI.20161025.SESTON.1","LEWI.20161025.SESTON.1","run","seston","grab",NA,"silt",NA,6000,NA,NA,400,NA,0
"stream","LEWI","LEWI.AOS.reach",2016-10-25 09:53:00,"LEWI.20161025","LEWI.20161025.EPILITHON.3","LEWI.20161025.EPILITHON.3","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,8e-04
"stream","LEWI","LEWI.AOS.reach",2017-03-29 10:02:00,"LEWI.20170329","LEWI.20170329.EPILITHON.3","LEWI.20170329.EPILITHON.3","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,0.0011
"stream","LEWI","LEWI.AOS.reach",2017-03-29 10:02:00,"LEWI.20170329","LEWI.20170329.EPIPELON.4","LEWI.20170329.EPIPELON.4","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0077
"stream","LEWI","LEWI.AOS.reach",2017-03-29 10:02:00,"LEWI.20170329","LEWI.20170329.EPIPELON.5","LEWI.20170329.EPIPELON.5","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0012
"stream","LEWI","LEWI.AOS.reach",2017-03-29 10:02:00,"LEWI.20170329","LEWI.20170329.EPIPELON.3","LEWI.20170329.EPIPELON.3","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,4,NA,0.0016
"stream","LEWI","LEWI.AOS.reach",2017-03-29 10:02:00,"LEWI.20170329","LEWI.20170329.EPILITHON.1","LEWI.20170329.EPILITHON.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,0.0019
"stream","LEWI","LEWI.AOS.reach",2017-03-29 10:02:00,"LEWI.20170329","LEWI.20170329.EPILITHON.2","LEWI.20170329.EPILITHON.2","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,0.0015
"stream","LEWI","LEWI.AOS.reach",2017-03-29 10:02:00,"LEWI.20170329","LEWI.20170329.EPIPELON.1","LEWI.20170329.EPIPELON.1","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,5,NA,0.0349
"stream","LEWI","LEWI.AOS.S2",2017-03-29 10:02:00,"LEWI.20170329","LEWI.20170329.SESTON.1","LEWI.20170329.SESTON.1","run","seston","grab",NA,"silt",NA,6000,NA,NA,500,NA,7e-04
"stream","LEWI","LEWI.AOS.reach",2017-03-29 10:02:00,"LEWI.20170329","LEWI.20170329.EPIPELON.2","LEWI.20170329.EPIPELON.2","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0041
"stream","LEWI","LEWI.AOS.reach",2017-07-11 13:46:00,"LEWI.20170711","LEWI.20170711.EPILITHON.2","LEWI.20170711.EPILITHON.2","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,3,NA,0.0024
"stream","LEWI","LEWI.AOS.S2",2017-07-11 13:46:00,"LEWI.20170711","LEWI.20170711.SESTON.1","LEWI.20170711.SESTON.1","run","seston","grab",NA,"silt",NA,6000,NA,NA,3,NA,0.0014
"stream","LEWI","LEWI.AOS.reach",2017-07-11 13:46:00,"LEWI.20170711","LEWI.20170711.EPIPELON.4","LEWI.20170711.EPIPELON.4","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0016
"stream","LEWI","LEWI.AOS.reach",2017-07-11 13:46:00,"LEWI.20170711","LEWI.20170711.EPIPELON.2","LEWI.20170711.EPIPELON.2","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,8e-04
"stream","LEWI","LEWI.AOS.reach",2017-07-11 13:46:00,"LEWI.20170711","LEWI.20170711.EPIPELON.3","LEWI.20170711.EPIPELON.3","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0037
"stream","LEWI","LEWI.AOS.reach",2017-07-11 13:46:00,"LEWI.20170711","LEWI.20170711.EPILITHON.1","LEWI.20170711.EPILITHON.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,3,NA,0.0035
"stream","LEWI","LEWI.AOS.reach",2017-07-11 13:46:00,"LEWI.20170711","LEWI.20170711.EPIPELON.5","LEWI.20170711.EPIPELON.5","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0012
"stream","LEWI","LEWI.AOS.reach",2017-07-11 13:46:00,"LEWI.20170711","LEWI.20170711.EPILITHON.3","LEWI.20170711.EPILITHON.3","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,3,NA,0
"stream","LEWI","LEWI.AOS.reach",2017-07-11 13:46:00,"LEWI.20170711","LEWI.20170711.EPIPELON.1","LEWI.20170711.EPIPELON.1","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0244
"stream","LEWI","LEWI.AOS.reach",2017-11-07 15:36:00,"LEWI.20171107","LEWI.20171107.EPIPELON.1","LEWI.20171107.EPIPELON.1","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0013
"stream","LEWI","LEWI.AOS.reach",2017-11-07 15:36:00,"LEWI.20171107","LEWI.20171107.EPIPELON.2","LEWI.20171107.EPIPELON.2","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0011
"stream","LEWI","LEWI.AOS.S2",2017-11-07 15:36:00,"LEWI.20171107","LEWI.20171107.SESTON.1","LEWI.20171107.SESTON.1","run","seston","grab",NA,"silt",NA,5000,NA,NA,1000,NA,0
"stream","LEWI","LEWI.AOS.reach",2017-11-07 15:36:00,"LEWI.20171107","LEWI.20171107.EPILITHON.2","LEWI.20171107.EPILITHON.2","riffle","epilithon","scrub",0.002406,"silt",NA,125,NA,NA,3,NA,0.0012
"stream","LEWI","LEWI.AOS.reach",2017-11-07 15:36:00,"LEWI.20171107","LEWI.20171107.EPIPELON.3","LEWI.20171107.EPIPELON.3","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.001
"stream","LEWI","LEWI.AOS.reach",2017-11-07 15:36:00,"LEWI.20171107","LEWI.20171107.EPIPELON.4","LEWI.20171107.EPIPELON.4","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0023
"stream","LEWI","LEWI.AOS.reach",2017-11-07 15:36:00,"LEWI.20171107","LEWI.20171107.EPILITHON.1","LEWI.20171107.EPILITHON.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,6e-04
"stream","LEWI","LEWI.AOS.reach",2017-11-07 15:36:00,"LEWI.20171107","LEWI.20171107.EPILITHON.3","LEWI.20171107.EPILITHON.3","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,3,NA,8e-04
"stream","LEWI","LEWI.AOS.reach",2017-11-07 15:36:00,"LEWI.20171107","LEWI.20171107.EPIPELON.5","LEWI.20171107.EPIPELON.5","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.001
"stream","LEWI","LEWI.AOS.reach",2018-03-28 13:23:00,"LEWI.20180328","LEWI.20180328.EPILITHON.1","LEWI.20180328.EPILITHON.1.AFDM.1","run","epilithon","scrub",0.002406,"silt",NA,125,NA,NA,3,NA,0.0016
"stream","LEWI","LEWI.AOS.reach",2018-03-28 13:23:00,"LEWI.20180328","LEWI.20180328.EPILITHON.2","LEWI.20180328.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,3,NA,0.0043
"stream","LEWI","LEWI.AOS.reach",2018-03-28 13:23:00,"LEWI.20180328","LEWI.20180328.EPIPELON.3","LEWI.20180328.EPIPELON.3.AFDM.1","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0059
"stream","LEWI","LEWI.AOS.reach",2018-03-28 13:23:00,"LEWI.20180328","LEWI.20180328.EPIPELON.5","LEWI.20180328.EPIPELON.5.AFDM.1","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0061
"stream","LEWI","LEWI.AOS.reach",2018-03-28 13:23:00,"LEWI.20180328","LEWI.20180328.EPIPELON.4","LEWI.20180328.EPIPELON.4.AFDM.1","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0015
"stream","LEWI","LEWI.AOS.reach",2018-03-28 13:23:00,"LEWI.20180328","LEWI.20180328.EPIPELON.2","LEWI.20180328.EPIPELON.2.AFDM.1","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0014
"stream","LEWI","LEWI.AOS.reach",2018-03-28 13:23:00,"LEWI.20180328","LEWI.20180328.EPILITHON.3","LEWI.20180328.EPILITHON.3.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,3,NA,0.0013
"stream","LEWI","LEWI.AOS.reach",2018-03-28 13:23:00,"LEWI.20180328","LEWI.20180328.EPIPELON.1","LEWI.20180328.EPIPELON.1.AFDM.1","run","epipelon","grab",0.005938,"silt",NA,125,NA,NA,3,NA,0.0019
